video_id,task,text,gold_label,prediction
00785,AV Matching,Are the contexts of audio and visual content matching?,No,"Yes, the contexts of audio and visual content are matching."
02257,AV Matching,Are the contexts of audio and visual content matching?,No,"Yes, the contexts of audio and visual content are matching."
02323,AV Matching,Are the contexts of audio and visual content matching?,No,"Yes, the contexts of audio and visual content are matching."
00661,Video-driven Audio Hallucination,Is the ducks making sound in the audio?,Yes,"Yes, the ducks are making sound in the audio."
00661,Video-driven Audio Hallucination,Is the cage making sound in the audio?,No,"Yes, the cage is making sound in the audio."
00661,Audio-driven Video Hallucination,Is the ducks visible in the video?,Yes,"Yes, the ducks are visible in the video."
00661,Audio-driven Video Hallucination,Is the crowd visible in the video?,No,"No, the crowd is not visible in the video."
00661,AV Matching,Are the contexts of audio and visual content matching?,Yes,"Yes, the contexts of audio and visual content are matching."
00661,AV Captioning,Describe what you see and hear in a single sentence.,"In a cacophony of sounds, ducks quack and chirp while a rooster crows, as a crowd talks in the background, while a duck and a bird peer through the bars of their cages at the zoo.",A duck is sitting in a cage.
01965,Video-driven Audio Hallucination,Is the pipes making sound in the audio?,No,"Yes, the pipes are making sound in the audio."
01965,Video-driven Audio Hallucination,Is the shed making sound in the audio?,No,"No, the shed is not making sound in the audio."
01965,Audio-driven Video Hallucination,Is the train visible in the video?,No,"No, the train is not visible in the video."
01965,AV Matching,Are the contexts of audio and visual content matching?,No,"No, the contexts of audio and visual content are not matching."
02212,Video-driven Audio Hallucination,Is the car making sound in the audio?,No,"Yes, the car is making sound in the audio."
02212,Audio-driven Video Hallucination,Is the birds visible in the video?,No,"No, the birds are not visible in the video."
02212,AV Matching,Are the contexts of audio and visual content matching?,Yes,"Yes, the contexts of audio and visual content are matching."
02212,AV Captioning,Describe what you see and hear in a single sentence.,"Outside with the sound of birds, a blue car shows both sides.",A blue car is parked on a driveway with its wheels spinning.
00292,Video-driven Audio Hallucination,Is the podium making sound in the audio?,No,"Yes, the podium is making sound in the audio."
00292,Video-driven Audio Hallucination,Is the woman making sound in the audio?,Yes,"Yes, the woman is making sound in the audio."
00292,Audio-driven Video Hallucination,Is the woman visible in the video?,Yes,"Yes, the woman is visible in the video."
00292,AV Matching,Are the contexts of audio and visual content matching?,No,"Yes, the contexts of audio and visual content are matching."
01958,Video-driven Audio Hallucination,Is the hands making sound in the audio?,Yes,"No, the hands are not making sound in the audio."
01958,Video-driven Audio Hallucination,Is the text making sound in the audio?,No,"No, the text is not making sound in the audio."
01958,Audio-driven Video Hallucination,Is the hands visible in the video?,Yes,"Yes, the hands are visible in the video."
01958,Audio-driven Video Hallucination,Is the music source visible in the video?,No,"No, the music source is not visible in the video."
01958,AV Matching,Are the contexts of audio and visual content matching?,Yes,"Yes, the contexts of audio and visual content are matching."
01958,AV Captioning,Describe what you see and hear in a single sentence.,"With the music, an animation with the English alphabet is visible, followed by a few hands of different colors beating in black and clapping.",A person with a blue and purple hand is holding a ring with a green and blue hand in front of a black background.
01200,Video-driven Audio Hallucination,Is the stopping car making sound in the audio?,No,"Yes, the stopping car is making sound in the audio."
01200,Video-driven Audio Hallucination,Is the sports car making sound in the audio?,No,"Yes, the sports car is making sound in the audio."
01200,Audio-driven Video Hallucination,Is the running machine visible in the video?,No,"Yes, the running machine is visible in the video."
01200,AV Matching,Are the contexts of audio and visual content matching?,No,"Yes, the contexts of audio and visual content are matching."
01058,Video-driven Audio Hallucination,Is the wood making sound in the audio?,Yes,"Yes, the wood is making sound in the audio."
01058,Video-driven Audio Hallucination,Is the chainsaw making sound in the audio?,Yes,"Yes, the chainsaw is making sound in the audio."
01058,Video-driven Audio Hallucination,Is the sky making sound in the audio?,No,"No, the sky is not making sound in the audio."
01058,Video-driven Audio Hallucination,Is the dog making sound in the audio?,No,"No, the audio does not contain a dog making sound."
01058,AV Matching,Are the contexts of audio and visual content matching?,Yes,"Yes, the contexts of audio and visual content are matching."
01058,AV Captioning,Describe what you see and hear in a single sentence.,The sound of a chainsaw cutting through wood echoes in the forest as a man works on a tree stump under the tall trees against a blue sky.and one man was moving,A man is cutting a tree with a chainsaw in a forest.
00305,Video-driven Audio Hallucination,Is the man making sound in the audio?,Yes,"Yes, the man is making sound in the audio."
00305,Video-driven Audio Hallucination,Is the microphone making sound in the audio?,Yes,"Yes, the microphone is making sound in the audio."
00305,Video-driven Audio Hallucination,Is the stage making sound in the audio?,No,"Yes, the stage is making sound in the audio."
00305,Video-driven Audio Hallucination,Is the photoframe making sound in the audio?,No,"No, the photoframe is not making sound in the audio."
00305,Audio-driven Video Hallucination,Is the man visible in the video?,Yes,"Yes, the man is visible in the video."
00305,Audio-driven Video Hallucination,Is the microphone visible in the video?,Yes,"Yes, the microphone is visible in the video."
00305,Audio-driven Video Hallucination,Is the musical instrument visible in the video?,No,"No, the musical instrument is not visible in the video."
00305,AV Matching,Are the contexts of audio and visual content matching?,Yes,"Yes, the contexts of audio and visual content are matching."
00305,AV Captioning,Describe what you see and hear in a single sentence.,"A man in a red shirt and black tie plays a musical instrument on stage at night, while a person whistles along to the music in the background.",A man is singing into a microphone while standing on stage.
00494,AV Matching,Are the contexts of audio and visual content matching?,No,"Yes, the contexts of audio and visual content are matching."
01345,Video-driven Audio Hallucination,Is the cage making sound in the audio?,No,"Yes, the cage is making sound in the audio."
01345,Video-driven Audio Hallucination,Is the black puppy making sound in the audio?,No,"Yes, the black puppy is making sound in the audio."
01345,Audio-driven Video Hallucination,Is the goat visible in the video?,No,"No, the goat is not visible in the video."
01345,AV Matching,Are the contexts of audio and visual content matching?,No,"Yes, the contexts of audio and visual content are matching."
